Gender,GivenName,MiddleInitial,Surname,TropicalZodiac,Occupation,BloodType
female,Bessie,D,Woods,Taurus,"Lathe and turning machine tool operator",A+
male,Michael,J,Pool,Leo,"Employee assistance plan manager",A+
female,Vicky,J,Rosa,Libra,"Furniture finisher",A+
male,Ray,R,Stockstill,Taurus,"Piano tuner",A+
female,Mary,L,Cloyd,Sagittarius,"Financial economist",O+
female,Jean,D,Mercer,Virgo,"Publications specialist",A-
female,Jennifer,M,Hines,Leo,Grip,O+
female,Kathleen,W,Johnson,Aquarius,"Design printing machine operator",O+
female,Heather,W,Johnson,Capricorn,"Stock-control clerk",O+
female,Tiffany,W,Stickel,Scorpio,"Diesel service mechanic",B+
female,Clara,M,Morones,Leo,"Sales worker supervisor",O+
female,Diana,R,Long,Aquarius,"Metal-refining furnace operator",O+
female,Juana,D,Triplett,Gemini,"Industrial maintenance worker",O+
female,Elyse,C,Davis,Scorpio,"Division secretary",O+
female,Kathy,L,Sample,Sagittarius,"Brazing worker",B+
female,Lillian,J,Iglesias,Scorpio,"Maxillofacial surgeon",O+
female,Carolyn,D,Hall,Gemini,Zoologist,O+
female,Lou,P,Hemphill,Gemini,"Sign language interpreter",A+
female,Rebecca,M,Velez,Capricorn,Scrub,O+
male,Joe,P,Liang,Taurus,"Shipping-and-receiving supervisor",O+
female,Jaclyn,D,Gray,Cancer,"Technical sales manager",B+
male,John,S,Bowen,Aries,"Electronic typesetting machine operator",B+
female,Tina,R,Patton,Scorpio,"Concrete paving machine operator",O+
male,David,D,Cockrell,Cancer,"Labor trainer",A+
male,Andre,L,Wise,Capricorn,Forester,B+
male,Glen,A,Allen,Capricorn,"Payroll analyst",O+
male,Damien,G,Sanders,Sagittarius,"ATF agent",B+
female,Kimberly,R,Hair,Leo,"Rehabilitation counselor",O+
female,Norma,J,Waller,Gemini,"Business management consultant",A+
male,Robert,M,Manning,Aquarius,"Yoga instructor",B+
female,Nancy,C,Ahlers,Sagittarius,Programmer,A+
male,Ulysses,E,Rodriguez,Pisces,Homemaker,O+
male,Anthony,M,Rosenfeld,Aquarius,"Public safety dispatcher",A+
female,Linda,V,Kerr,Gemini,"Ballet master",O+
female,Carolyn,M,Shults,Aquarius,"Scanner operator",B+
male,Timothy,H,Rice,Aries,"Market and survey researcher",B+
female,Brook,S,Cash,Leo,"Airport terminal controller",B+
female,Nancy,J,Kent,Sagittarius,"Police dispatcher",O+
female,Rosemary,M,Nelson,Sagittarius,"Aircraft and avionics service technician",O+
male,Joe,T,Hardwick,Scorpio,"Sports instructor",B+
female,Karen,N,Law,Aquarius,"Placement counselor",O+
female,Susan,S,Breen,Virgo,"Public relations representative",O+
female,Elizabeth,W,Varney,Aquarius,"HVAC technician",A+
male,Jeffrey,M,Wheat,Pisces,"Brace maker",B+
male,William,D,Crass,Virgo,"Electrical and electronics repairer",A+
male,Aaron,A,Smith,Virgo,"Teacher aide",B+
female,Darlene,R,Mills,Cancer,"Knitting machine operator",A+
male,Dustin,M,Winter,Leo,"Vending machine technician",B+
male,William,J,Crawford,Taurus,"Nurse informaticist",A+
female,Sandra,G,Luttrell,Taurus,Obstetrician,B+
female,Stephanie,I,Butler,Cancer,"Distribution clerk",B+
male,Herbert,D,Young,Cancer,"Terrazzo worker",A+
female,Lynn,C,Bean,Scorpio,"Store manager",A+
female,Christina,T,Humphrey,Virgo,"Payroll bookkeeper",O+
female,Cindy,B,Thompson,Pisces,"Systems architect",B+
female,Jocelyn,A,Floyd,Aries,"Educational counselor",AB+
female,Angella,O,Hatchett,Taurus,"Fire dispatcher",O+
male,Juan,M,Adkins,Pisces,"Communications specialist",A+
female,Kathy,J,Mills,Scorpio,Forester,O+
male,Sidney,J,Bass,Sagittarius,Silversmith,A+
male,James,M,Barnes,Cancer,"Instructional assistant",B+
male,Marvin,D,Kelly,Libra,"Record clerk",B+
male,Stephen,A,Barter,Cancer,"Light truck driver",O+
female,Joann,C,Casper,Sagittarius,"Food processing occupation",O+
male,Phillip,C,Kivi,Scorpio,"Athletic training instructor",O-
female,Patricia,M,Ward,Aquarius,"Product promoter",A+
female,Kathleen,M,Mansour,Libra,"Electronic home entertainment equipment repairer",B+
male,James,J,Dunn,Cancer,Engineer,O+
male,Philip,N,Blake,Aquarius,Server,O+
female,Delores,T,Jackson,Libra,"Support staff clerk",B+
female,Jane,S,Thompson,Capricorn,Bodyguard,O+
male,Douglas,J,Pruitt,Aquarius,Blockmason,O+
male,George,A,Casey,Gemini,"Family and general practitioner",AB+
female,Daria,D,Bucklin,Libra,"Library binding worker",B+
male,John,C,Entwistle,Aquarius,"Independent adjuster",B+
female,Deane,L,Key,Taurus,Cardiographer,B-
male,Thomas,L,Wilson,Virgo,"Marine electronics technician",O+
female,Loretta,J,Pierce,Taurus,"Camp counselor",B+
female,Crystal,M,Bryant,Virgo,"Continuous mining machine operator",A+
male,Robert,C,Nisbet,Leo,"Electronic reporter",A+
female,Norma,C,Sutton,Libra,"Power distributor",B+
male,Mike,M,Child,Aries,"Gas pumping station operator",O+
male,Rudy,T,Lamb,Leo,"Loan collection officer",A+
male,Abel,C,Flanagan,Aquarius,"Log mover",B+
male,John,M,Colon,Gemini,"Structural engineer",B+
female,Margaret,D,Sharp,Aries,"Floor broker",B+
male,Steven,J,Snyder,Aries,"Developmental psychologist",AB+
male,Rodney,B,Cruz,Taurus,"Concrete paving machine operator",O+
male,William,A,Massey,Gemini,"Medical translator",O+
female,Patricia,M,McGlynn,Leo,"Nuclear medicine technologist",O+
female,Julie,E,Rose,Gemini,"Petroleum pump system operator",AB+
female,Lorraine,P,Jolicoeur,Capricorn,"Landscape architect",B+
male,Monte,J,Madden,Taurus,"Employment interviewer",O+
male,James,L,Hartline,Scorpio,"Electronic drafter",B+
female,Jill,J,Reno,Libra,"Medical appliance technician",O+
male,Claude,M,Diaz,Libra,"Dry-cleaning worker",A-
female,Mary,J,Miller,Aquarius,"Camera operator",O+
female,Linda,B,Brady,Scorpio,"Textile presser",O+
male,Todd,E,Robinson,Scorpio,"Corporate office services manager",B+
female,Evelyn,R,Fincher,Pisces,"Cable line installer",A+
female,Shannon,L,Reed,Sagittarius,"Gerontology social worker",O-
female,Rebecca,K,McGee,Gemini,"Foundry mold and coremaker",A+
female,Lidia,V,Smith,Sagittarius,"Admitting interviewer",A+
male,Ted,K,Rogers,Virgo,"Surgical technician",A+
male,Alfred,M,Phillips,Aquarius,"Training development director",O+
female,Lora,D,Smith,Taurus,"Executive administrative assistant",A-
male,Larry,E,Beatty,Taurus,"Call completion operator",O+
female,Michele,R,Vinci,Virgo,"Employee training specialist",A+
male,Allen,L,Holmes,Libra,"Reservation and transportation travel clerk",A-
female,Theresa,L,Reeder,Pisces,"Sociocultural anthropologist",A+
male,Michael,L,Donahue,Leo,"Station agent",O+
male,Jeffery,J,Simms,Scorpio,"Lobby attendant",B+
male,James,M,Glover,Taurus,"Service unit operator",B+
female,Margaret,R,Coleman,Sagittarius,"Health services manager",A+
female,Sandy,R,Adams,Virgo,"Management information systems director",O+
male,Jason,K,Brewer,Aries,"Structural metal fabricator",O+
male,Michael,K,Myron,Virgo,"Operating room technician",B+
male,Noble,D,Button,Sagittarius,"Stock clerk",A-
male,Jessie,G,Finke,Libra,"Project manager",A-
male,Morris,A,Phan,Capricorn,"Personnel officer",O+
female,Geraldine,W,Gresham,Cancer,"Sales worker driver",A-
female,Soledad,W,Timmerman,Leo,Conservator,A+
male,Stanley,E,Fasching,Libra,Veterinarian,O+
female,Diane,C,King,Aquarius,"Cruise ship worker",B+
male,Paul,E,Thurston,Virgo,Teller,O+
female,Sharon,C,David,Sagittarius,"Packaging and filling machine tender",B+
male,Jeremy,M,Curci,Leo,"Administrative office specialist",B+
male,Royce,J,Medina,Aries,"Boat operator",A+
male,Ronald,L,Hinkle,Virgo,"Stock trader",B+
female,Alma,D,Massey,Capricorn,"Mapping technician",O+
male,Daniel,D,Maple,Scorpio,"Water transportation occupation",O+
male,Frank,N,Watkins,Libra,"Home entertainment service technician",O+
male,Phillip,P,Boswell,Libra,"Furniture finisher",A+
female,Donna,B,Hart,Aquarius,"Biological scientist",B+
female,Judith,T,Herren,Capricorn,Courier,B+
male,Roman,F,Kelley,Cancer,Concierge,O-
male,Allen,B,Lynn,Leo,"Oral surgeon",O+
female,Norma,F,Bolds,Aquarius,"Speech therapist",O+
male,Robert,N,Fitzgerald,Aries,"Recreation supervisor",B+
male,Donald,S,Martin,Taurus,"Sociocultural anthropologist",O+
female,Dorothy,J,Frank,Scorpio,"Loan counselor",O+
male,Scott,M,Parrish,Aries,"Judiciary translator",B+
male,Larry,C,King,Cancer,"Computer clerk",B+
male,Sean,G,Smothers,Aquarius,"Payroll assistant",B+
male,Angel,R,Potter,Leo,"Title searcher",A-
female,Gina,S,Shea,Aquarius,Blockmason,B+
male,Walter,Y,Dandrea,Cancer,"Administrative assistant for human resource",A-
female,Michele,S,Casteel,Virgo,"Funeral attendant",B+
female,Opal,C,Lovell,Scorpio,"Golf course architect",A+
female,Janet,E,Tucker,Pisces,"Public accountant",AB+
female,Mary,Q,Owens,Scorpio,"Licensed vocational nurse",O+
male,Kenneth,T,Vickery,Pisces,"Delivery services truck driver",A+
female,Peggy,J,McQueen,Scorpio,"Forensic accountant",B+
male,Humberto,B,Tait,Sagittarius,"Agricultural manager",O+
female,Pamela,J,Richardson,Leo,"Diesel engine specialist",B+
male,Joseph,E,Way,Virgo,"Payroll specialist",O+
female,Margarita,J,Kingsley,Libra,"School social worker",O+
male,Kevin,L,Scrivner,Taurus,"Design printing machine operator",AB+
female,Brandy,W,Brooks,Taurus,"Community health educator",O-
female,Kathryn,W,Becerra,Leo,"Trial lawyer",A+
female,Crystal,A,Hines,Leo,"Violin repairer",A+
male,Bryan,E,Bailey,Aquarius,"Tile installer",A+
male,Freddy,K,Vuong,Scorpio,"Press operator",AB+
male,Richard,D,Gomer,Cancer,"Gas pumping station operator",B+
male,Michael,E,Samson,Aries,"Delivery service driver",A+
male,Eric,T,Toomer,Aquarius,"Plating and coating machine tender",O+
female,Cynthia,R,Zavala,Libra,"Economic geographer",A+
male,Hector,F,Burchell,Virgo,"Construction manager",AB+
female,Renee,P,Tyson,Sagittarius,"Crushing, grinding, and polishing machine tender",A+
female,Shirley,L,Fulks,Virgo,"Refractory materials repairer",B+
female,Maria,C,Holt,Leo,"News reporter",O+
female,Maxine,C,Bennett,Aquarius,"Stock clerk",A+
female,Mabel,T,Russell,Capricorn,"Medical social worker",B+
male,Bobby,A,Talamantes,Aquarius,Entomologist,O+
male,Melvin,K,Kinsey,Virgo,"Telephone station installer",B+
male,Peter,C,Smith,Sagittarius,"Brokerage sales assistant",O-
male,David,M,Morehead,Scorpio,"Market research analyst",A+
female,Florence,C,Ryerson,Cancer,"CNC operator",A-
male,Terrell,S,Williams,Scorpio,Photographer,A+
male,Eric,M,Castillo,Taurus,"Corporate trainer",A+
male,Michael,G,Sims,Gemini,"Respiratory therapy technician",A+
male,Randall,D,Ford,Taurus,"School bus driver",O+
male,David,S,Ratliff,Cancer,"Labor training manager",A+
female,Christian,G,Wegener,Leo,"Bureau of Diplomatic Security special agent",A+
female,Brenda,J,Martini,Scorpio,"Personnel associate",A+
female,Cherie,J,Torres,Scorpio,"Family practitioner",A+
female,Cheryl,J,Chapman,Cancer,"Personal attendant",O+
male,David,S,Menke,Sagittarius,"Personnel manager",O+
male,Roy,C,Oliverio,Sagittarius,"Management assistant",A+
female,Marilyn,F,Lampe,Leo,"Medical translator",B+
female,Connie,R,Chong,Gemini,Chauffeur,O+
female,Delores,M,Brockman,Taurus,"Detention officer",A+
female,Dawn,A,Hitchens,Aquarius,"Safety inspector",B+
male,Timothy,K,Smith,Leo,"Plating and coating machine tender",O+
female,Lisa,G,Warfield,Pisces,"Loss prevention agent",O+
male,Ryan,C,Cook,Scorpio,"Direct care worker",A+
female,Thelma,E,Gilson,Leo,Surgeons,O+
male,Aaron,K,Hairston,Gemini,"Slot key person",B+
male,Shane,L,Toman,Libra,"Coin, vending, and amusement machine servicer repairer",B+
male,Rusty,G,Denton,Gemini,"Pesticide handler",A+
female,Maria,M,Simmons,Aquarius,"Residential electrician",O+
female,Flora,W,Rogers,Scorpio,"Conference planner",O+
male,George,E,Palmer,Aquarius,Landlord,O+
female,Lauren,G,Gates,Capricorn,"Log sorter",A+
female,Nettie,L,Brown,Sagittarius,"Rolling machine tender",A+
female,Priscilla,K,Riley,Gemini,"Credit authorizer",AB-
male,Wilbert,S,Cotton,Leo,Babysitter,A+
male,Curtis,D,Carvajal,Leo,"Sheet metal worker",O+
female,Alyssa,G,Mousseau,Gemini,"Plasma cutter",A-
male,Brian,E,Garcia,Libra,"Vocational counselor",O+
female,Kathryn,G,Yutzy,Leo,"Veterinary technician",O+
female,Claudine,J,Costello,Aries,"Computer support specialist",B+
male,Jack,A,Porter,Virgo,"Financial planner",A+
male,Greg,E,Myles,Virgo,Stonemason,A+
female,Judith,S,Nixon,Cancer,"Heating, air-conditioning, and refrigeration installer",B+
female,Linda,E,Stamey,Taurus,"Military officer",A+
male,Henry,B,Taylor,Pisces,"International human resources manager",O+
male,Wilbert,S,Tsosie,Virgo,Meatcutter,O-
male,Randolph,K,Franco,Capricorn,"Fire fighter",A+
female,Elma,C,Hardy,Aquarius,"Agricultural worker",O+
male,Robert,R,Mayton,Pisces,"Time recorder",A+
female,Mabel,D,Calvo,Virgo,"Psychiatric nurse",AB+
male,Jaime,A,Ivy,Aries,"Osteopathic doctor",B+
male,David,S,Whalen,Aries,"Conservation worker",O-
male,Ron,L,Dice,Libra,"Real estate rental agent",B+
female,Jean,A,Richards,Pisces,"Military occupation",O+
female,Melissa,D,Hoffman,Gemini,"Financial aid director",A+
male,Landon,M,Fierro,Scorpio,"Concrete finisher",O-
male,John,F,Petri,Taurus,"Maintenance electrician",B+
male,Jerry,K,Gillham,Gemini,"Student services director",B+
male,Micheal,M,Jones,Aquarius,"Criminal investigator",O+
male,Winford,E,Fifer,Gemini,"Microchip processor",B+
male,James,J,Kelly,Taurus,Meatcutter,B+
male,David,J,Fair,Cancer,"Otorhinolaryngology nurse",O+
female,Tammy,H,Gannon,Aries,"Small engine service technician",A+
female,June,D,Bettencourt,Sagittarius,"Interior decorator",B-
male,David,L,Veney,Aries,"Cleaning, washing, and metal pickling equipment operator",O+
female,Carol,A,Hartness,Taurus,Undertaker,A+
female,Ashlyn,M,Clayton,Taurus,"Maxillofacial surgeon",B+
male,Jim,K,Harris,Gemini,Ironworker,B+
male,David,R,Morris,Cancer,"Rigging slinger",B+
male,Eugenio,D,Stevenson,Cancer,"Office assistant",B+
female,Cassandra,W,Bennett,Aquarius,"Public finance economist",B-
female,Sue,L,Willis,Virgo,"Industrial hygienist",O+
female,Ara,D,Escobedo,Sagittarius,"Tree trimmer",O+
female,Janet,L,Williams,Libra,Hostler,O+
female,Malka,B,Pena,Aquarius,"Dental technician",B+
female,Marilyn,C,Job,Cancer,"Administrative project coordinator",A+
female,Wanda,S,Soucy,Pisces,"Podiatric medical assistant",AB+
female,Joanne,J,Stubbs,Aries,"Power plant mechanic",B+
female,Karen,R,Moxley,Taurus,"School and college counselor",A+
female,Lisa,C,Wilson,Scorpio,"Billing clerk",AB+
female,Marsha,G,Diehl,Scorpio,Microeconomist,O+
female,Mildred,G,Ewers,Sagittarius,"Network systems and data communications analyst",B+
female,Diana,S,Fitzpatrick,Aquarius,"Wound, ostomy, and continence nurse",O+
female,Vanessa,M,Stout,Leo,"Residence leasing agent",O+
male,James,M,Finch,Scorpio,"Elevator constructor",O+
male,Nathan,Y,Green,Leo,"Telephone service representative",O+
female,Cathryn,J,Yuen,Pisces,"Employee benefits manager",B+
female,Tillie,G,Shires,Sagittarius,"Range scientist",A+
female,Marhta,J,Davis,Leo,"Computer operator",A+
male,Ernest,M,Knopp,Leo,"Knitting machine operator",A+
male,Roberto,B,Reis,Taurus,"Data entry clerk",O+
female,Tonya,O,Via,Gemini,"Junior high school teacher",B+
male,Andrew,L,Walker,Virgo,"Heating, air-conditioning, and refrigeration engineer",A+
male,Steven,M,Procopio,Capricorn,"Regional geographer",B+
female,Glenda,M,Mosby,Libra,"Electrical power line installer",O+
female,Christy,C,Kendig,Aquarius,"Desk clerk",AB+
female,Taylor,A,Talley,Aquarius,"Shoe machine tender",A+
female,Mary,J,Hernandez,Taurus,"Electrical inspector",O+
male,Joseph,R,Rogers,Sagittarius,"Furnace installer",B+
female,Deborah,L,Monroe,Capricorn,"Automotive mechanic",A+
male,Lawrence,J,Browning,Pisces,"First responder",A+
female,Kara,J,Skinner,Pisces,"Subway operator",B+
female,Janet,D,Stillman,Libra,"Medical equipment preparer",O+
female,Lori,D,Blanchard,Virgo,"Embossing machine operator",O+
female,Cammie,K,Knowlton,Sagittarius,"Operating engineer",O+
female,Anna,R,Flores,Virgo,Yardmaster,B+
female,Linda,W,Fernandes,Capricorn,"Television camera operator",O-
male,James,D,Millis,Aries,"Semiconductor assembler",A+
female,Eunice,C,Harrison,Virgo,"Sewing machine operator",A+
female,Tracy,T,Odell,Sagittarius,"Field technician",O-
male,Roy,G,Bibbins,Cancer,"Social work planner",A-
female,Irene,M,Meyer,Pisces,"Correctional officer",B+
male,Robert,A,Howard,Virgo,"Certified registered nurse anesthetist",B+
male,Elbert,D,Davis,Virgo,"Sports official",O-
male,Phillip,J,Quisenberry,Gemini,"Instructional designer",A+
male,Kevin,J,Neal,Capricorn,"Heat treating equipment setter",A+
female,Arlene,M,Keene,Capricorn,"Telephone installer",B+
male,Johnny,M,Rabideau,Aries,"Gynecology nurse",A-
female,Andrea,R,Thomson,Cancer,"Fine arts instructor",AB+
male,Frederick,D,Eisenbarth,Cancer,"Baggage porter",O+
male,Robert,T,Elam,Leo,"Geographic information specialist",O+
male,Daniel,M,Contreras,Aquarius,"Real estate manager",O+
female,Carla,E,Grigsby,Cancer,"Surgical nurse",O+
female,Ella,R,York,Scorpio,Steamfitter,O+
male,Anthony,L,Castle,Pisces,"Help-desk technician",O+
female,Lori,R,Decker,Leo,Dressmaker,O+
male,Edward,A,Fletcher,Capricorn,"Animal breeder",B+
male,Brandon,L,Herbert,Taurus,"Executive office administrator",AB+
male,Charles,D,Higgins,Taurus,"Biological technician",B+
female,Roxy,A,Higginbotham,Taurus,"Delivery service driver",A+
male,Otha,M,Adorno,Cancer,"Biomedical equipment technician",A+
male,Mathew,H,Cash,Taurus,"Assignment clerk",B-
male,Bradley,J,Damron,Aries,"Children's librarian",B+
male,Alexander,I,Richard,Scorpio,"Posting clerk",A+
male,Thomas,F,Severance,Sagittarius,"Plant manager",B+
female,Debra,K,Hannah,Virgo,"Radiation protection technician",O+
male,Thomas,B,Cruise,Pisces,Paraeducator,O+
male,Derrick,J,Hartman,Pisces,"Fork lift driver",A+
female,Anita,P,Masse,Virgo,"Electronic publisher",O+
female,Valerie,V,Meyer,Cancer,"Precision printing worker",O+
female,Linda,R,Moore,Aries,"Transmission engineer",A+
female,Krista,D,Love,Leo,"Patient educator",O+
female,Rebecca,P,Jackson,Virgo,"Dinkey operator",A+
male,John,E,Lambert,Gemini,"Food batchmaker",O+
female,Florine,J,Mathis,Cancer,"Theoretical chemist",A+
male,Bernard,S,Morin,Cancer,"Sales worker supervisor",O+
male,John,B,Prall,Cancer,"Composing machine operator",B+
male,Robert,S,Scott,Scorpio,"Teletype operator",O+
female,Eva,H,Pratt,Scorpio,"Metal caster",O+
female,Sharon,B,Nau,Cancer,"Skin care specialist",O+
male,Derrick,E,Morgan,Leo,Columnist,B+
female,Jennifer,N,Maldonado,Scorpio,"Agricultural worker",O+
male,Galen,B,Zinn,Aries,"Piano repairer",A-
female,Nicole,M,Brown,Gemini,"Maintenance electrician",B+
female,Geraldine,C,Moon,Virgo,"Identification clerk",B+
male,Jason,S,Howe,Sagittarius,"Deputy sheriff",A+
male,Kevin,A,Anderson,Cancer,"Water and wastewater treatment plant and system operator",O+
female,Deborah,J,Owens,Virgo,"Electronic home entertainment equipment repairer",O+
female,Candace,K,Johns,Scorpio,"Safety technician",O+
male,Martin,N,Davis,Capricorn,"Electronic typesetting machine operator",A+
male,Craig,E,Ziegler,Aquarius,"Social work policy maker",O+
male,Robert,J,Fincher,Virgo,"Geological engineer",O+
male,Jeff,M,Jackson,Pisces,"Employee welfare manager",B+
female,Kathryn,L,Hansen,Gemini,"Payroll assistant",O+
male,Bobby,H,Kimbrell,Virgo,"Hearing officer",A+
male,John,H,Blanton,Capricorn,"Captive agent",A+
female,Teresa,R,Johns,Aries,"Administrative office assistant",B+
female,Joy,B,Davis,Scorpio,"Parole officer",B+
male,Gale,D,Murillo,Scorpio,"Range scientist",O+
female,Wanda,D,Conner,Pisces,"Technical sales manager",O+
female,Natalie,P,Brenner,Libra,"Petroleum refinery operator",O+
male,Ismael,C,Gore,Virgo,"School and college counselor",B+
male,Richard,J,Jason,Taurus,"Vending machine technician",O+
male,Michael,M,Bernal,Cancer,"Electronic publishing specialist",A-
male,Daniel,D,Corbett,Aquarius,"Corporate recruiter",O-
female,Laurie,A,Burton,Capricorn,Captain,B+
male,Robert,B,Tower,Pisces,"Personnel director",B+
female,Doris,W,Briner,Pisces,Archaeologist,B+
female,Kimberly,B,McQuaid,Capricorn,"General trial court judge",A+
female,Shannon,R,Hancock,Sagittarius,"Cementing and gluing machine tender",A+
female,Betty,E,Hennen,Cancer,Linemen,A+
male,Troy,P,Taylor,Aries,Dermatologist,O+
female,Lois,M,Schwarz,Libra,Biometrician,B+
female,Ida,J,Little,Libra,"Campaign manager",A+
male,Walter,R,Keefe,Gemini,"Diesel train engineer",A-
female,Kathy,D,Ervin,Aquarius,"Personnel recruiter",A+
female,Daisy,L,Anguiano,Leo,Seismologist,O+
female,Lynette,J,Latham,Sagittarius,"Range manager",O+
female,Alice,A,Lemon,Taurus,Paleontologist,AB+
male,Daniel,M,McCarthy,Pisces,"Human resources clerk",B+
male,Sherwood,F,Bynum,Taurus,"Clock repairer",O+
male,Neil,C,Habib,Gemini,"Adult basic education teacher",B+
female,Gladys,R,Parker,Cancer,Engineer,B+
male,Thomas,T,Rice,Leo,Groundskeeper,A+
female,Sheila,B,Chen,Capricorn,"Vending machine technician",A+
male,Jerry,V,Diggins,Libra,"Childcare worker",O+
female,Kristie,G,Piland,Sagittarius,"Derrick operator",A+
female,Lisa,A,Michaels,Sagittarius,"Bureau of Diplomatic Security special agent",O+
male,Eric,K,Garcia,Pisces,"Medicinal chemist",A+
male,Luke,S,Natale,Scorpio,"Junior high school teacher",B+
male,Bruce,D,Gabriel,Taurus,Stevedore,A+
male,Brian,B,Santos,Taurus,"Executive housekeeper",AB+
female,Angela,N,Donahue,Aquarius,"Parole officer",A+
male,Alexander,E,Gates,Cancer,"Private banker",B+
female,Betty,T,Brown,Pisces,Manicurist,B+
male,Douglas,J,Flores,Leo,"Delivery service driver",A-
male,James,M,Battles,Taurus,"Window clerk",A+
male,Joseph,D,Benitez,Capricorn,Marshal,B+
female,Rayna,R,Hoffer,Libra,"Guitar repairer",A+
female,Melissa,D,Frank,Scorpio,Midshipman,B+
male,William,R,McCloud,Pisces,"Publicity writer",A+
male,Richard,M,Littleton,Taurus,"ASE teacher",O+
female,Erica,A,Goodwin,Virgo,"Telephone installer",O+
male,John,M,Hooker,Virgo,"Diesel engine specialist",B+
female,Brenda,S,Pigott,Sagittarius,"Fiscal and policy analyst",A-
female,Linda,J,Stone,Scorpio,"Metal caster",O+
male,Arthur,L,Farrelly,Sagittarius,Boilermaker,A+
female,Gabriella,T,Bradford,Leo,"PBX operator",O+
female,Katherine,G,Rideout,Aquarius,Dermatologist,A+
male,Willis,E,Richardson,Sagittarius,"Adult basic education teacher",B+
male,Kraig,K,Hidalgo,Cancer,Phlebotomist,O+
female,Angie,J,King,Virgo,Logistician,A-
male,Francisco,B,Morris,Pisces,"Tax assessor",A+
male,Carl,T,Carrero,Gemini,"Plating and coating machine setter",B+
female,Samantha,S,Ridenour,Libra,"Electrical drafter",A+
female,Jan,I,Pulido,Sagittarius,"Chiropractic doctor",O+
female,Teresa,O,Ortiz,Pisces,"Commercial lender",O-
male,Tom,Z,Olguin,Scorpio,Coach,B+
male,Russ,S,Miller,Capricorn,"Vending machine servicer",O+
female,Alexia,R,Wood,Leo,"Telephone service representative",B+
male,Jose,J,Hamilton,Gemini,"Gas furnace installer",O-
male,Kenneth,W,Gunn,Cancer,Nannie,O+
male,Lester,T,Jaramillo,Sagittarius,"Occupational health and safety inspector",A+
male,Michael,B,Malone,Gemini,"Paste-up worker",B+
male,Charles,K,Carter,Cancer,"Music arranger",O+
female,Melanie,A,Carstens,Pisces,Manager,AB+
male,William,G,Simmons,Virgo,"Creative director",O-
male,Douglas,S,Delatte,Aquarius,"Meat cutter",O-
male,Robert,M,Perez,Capricorn,Archivist,A-
male,Gregory,B,Penn,Cancer,"Dance captain",O+
female,Debbie,P,Huggins,Aquarius,"English as a second language teacher",O+
male,James,K,Stone,Leo,"Pediatric nurse",A+
male,Donald,D,Caldwell,Virgo,"FBI agent",O-
male,Timothy,S,Smith,Taurus,"Linguistic anthropologist",A-
female,Kathleen,E,Wyatt,Pisces,"Building inspector",A+
female,Mary,J,Stokes,Leo,"File clerk",O+
male,Kyle,S,Love,Virgo,"Cost/investment recovery technician",O+
male,John,N,Meza,Aquarius,"Pesticide sprayer",O+
male,German,V,Peterson,Aquarius,Neuropsychologist,O+
male,Jerry,K,McCall,Virgo,"Military occupation",O+
female,Edwina,L,Hale,Gemini,"Military occupation",O+
female,Teresa,G,Hunt,Sagittarius,Neuropsychologist,A+
female,Mireya,D,Runyan,Capricorn,"Refractory mason",B+
female,Willie,N,Troutman,Leo,"Podiatric surgeon",A+
female,Jaclyn,W,Davis,Virgo,"Support service manager",A+
male,Michael,C,Dabney,Pisces,"Brake repairer",O+
male,Clarence,R,Rodriguez,Libra,"Leather worker",O+
female,Maragaret,J,Elliot,Aries,"Billing and posting machine operator",AB+
male,William,B,Hillman,Capricorn,"Electronic drafter",AB+
female,Vivian,C,Brown,Gemini,"Oral and maxillofacial surgeon",B+
female,Liliana,J,Tarbox,Gemini,"GED teacher",A+
female,Margaret,M,Ayala,Virgo,"Stucco mason",A+
female,Kimberly,M,Olsen,Cancer,"Employment recruiter",B+
female,Linda,F,Jefferson,Virgo,"Fire fighter",B+
male,Paul,D,Zander,Pisces,"Electromechanical engineering technician",A+
female,Jennifer,J,Martinez,Pisces,"Mail sorter",O+
female,Mary,G,Ruhl,Libra,Pediatrician,A+
female,Julie,A,Prescott,Gemini,"Textile knitting and weaving machine operator",A+
male,Alex,C,Shine,Sagittarius,"Copy editor",B+
male,Lee,N,Zimmerman,Leo,"Banker investigator",O+
male,Fermin,E,Smith,Scorpio,"Carpet, floor, and tile installer",O+
female,Gloria,J,Byrd,Cancer,"Assistant editor",O+
male,Lynn,M,Green,Libra,"Marble setter",A+
male,Christopher,P,Frederick,Gemini,"Truck dispatcher",A-
male,Everett,B,Cunningham,Leo,Gastroenterologist,A+
male,John,G,McCann,Libra,"Private accountant",B+
male,Edward,M,Wilson,Sagittarius,"Building consultant",B+
male,Keith,K,Lane,Capricorn,"Music arranger",B+
female,Jennifer,M,Lea,Gemini,"Coil finisher",O+
female,Janet,J,York,Virgo,"Tractor-trailer driver",AB+
male,Denny,K,Armstrong,Scorpio,"Funeral manager",B+
female,Peggy,D,Weston,Scorpio,"Systems programmer",O+
male,Harvey,G,Hughes,Pisces,Tester,B+
female,Kelli,C,Fitzhugh,Capricorn,"Training and development manager",O+
male,Shane,M,Harrell,Libra,Obstetrician,AB+
male,James,H,Brown,Capricorn,"Fork lift driver",A-
female,Susan,D,Dennis,Capricorn,"Lease driver",O+
female,Ruth,G,Burris,Scorpio,Concierge,B+
